id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category
27421409,Pirfesca,"Pirfesca by Cipla Ltd. Post-Procedure product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 30GM.",in stock,new,902.34 INR,https://www.indianskinstore.com/product/pirfesca,https://indianskinco.github.io/iss-catalog-images/p/27421409.jpg,Cipla Ltd,Health & Beauty > Personal Care > Cosmetics > Skin Care,
28885497,Pynomax-tx Creamy Lotion,"Pynomax-tx Creamy Lotion by Galcare Pharmaceuticals Pvt Ltd. Body Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100ML.",in stock,new,599.00 INR,https://www.indianskinstore.com/product/pynomax-tx-creamy-lotion,https://indianskinco.github.io/iss-catalog-images/p/28885497.jpg,Galcare Pharmaceuticals Pvt Ltd,Health & Beauty > Personal Care > Cosmetics > Skin Care,
29358560,Reelfair D-tan Soap,"Reelfair D-tan Soap by Cosmosafe Healthcare Pvt . Cleansing product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 60 GM.",in stock,new,199.00 INR,https://www.indianskinstore.com/product/reelfair-d-tan-soap,https://indianskinco.github.io/iss-catalog-images/p/29358560.jpg,Cosmosafe Healthcare Pvt ,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Wash,
24342137,Regabpo Spray,"Regabpo Spray by Regaliz Medicare Limited. Body Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 60ML.",in stock,new,499.00 INR,https://www.indianskinstore.com/product/regabpo-spray,https://indianskinco.github.io/iss-catalog-images/p/24342137.jpg,Regaliz Medicare Limited,Health & Beauty > Personal Care > Cosmetics > Skin Care,
19310701,Ritch Creamy Lotion 50ML,"Ritch Creamy Lotion 50ML by Torrent Pharmaceuticals Ltd.. Body Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 75ML.",in stock,new,435.00 INR,https://www.indianskinstore.com/product/ritch-creamy-lotion-50ml,https://indianskinco.github.io/iss-catalog-images/p/19310701.jpg,Torrent Pharmaceuticals Ltd.,Health & Beauty > Personal Care > Cosmetics > Skin Care,
28631680,Sebamed Ad Body Lotion,"Sebamed Ad Body Lotion by Usv Private Ltd. Body Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 200ML.",in stock,new,850.00 INR,https://www.indianskinstore.com/product/sebamed-ad-body-lotion,https://indianskinco.github.io/iss-catalog-images/p/28631680.jpg,Usv Private Ltd,Health & Beauty > Personal Care > Cosmetics > Skin Care,
19311292,Soframycin Skin Cream 30GM,"Soframycin Skin Cream 30GM by Encube Ethicals Pvt Ltd. Post-Procedure product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.",in stock,new,53.53 INR,https://www.indianskinstore.com/product/soframycin-skin-cream-30gm,https://indianskinco.github.io/iss-catalog-images/p/19311292.jpg,Encube Ethicals Pvt Ltd,Health & Beauty > Personal Care > Cosmetics > Skin Care,
19311302,Sterdee Cream 60GM,"Sterdee Cream 60GM by Jvj Pharmaceuticals Pvt Ltd. Post-Procedure product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.",in stock,new,399.00 INR,https://www.indianskinstore.com/product/sterdee-cream-60gm,https://indianskinco.github.io/iss-catalog-images/p/19311302.jpg,Jvj Pharmaceuticals Pvt Ltd,Health & Beauty > Personal Care > Cosmetics > Skin Care,
28810662,T2H Shower Gel,"T2H Shower Gel by Strata. Cleansing product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 250ML.",in stock,new,490.00 INR,https://www.indianskinstore.com/product/t2h-shower-gel,https://indianskinco.github.io/iss-catalog-images/p/28810662.jpg,Strata,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Wash,
19312646,Tyrodin Creamy Lotion 100ml,"Tyrodin Creamy Lotion 100ml by Canixa Life Sciences Pvt Ltd. Body Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.",in stock,new,825.00 INR,https://www.indianskinstore.com/product/tyrodin-creamy-lotion-100ml,https://indianskinco.github.io/iss-catalog-images/p/19312646.jpg,Canixa Life Sciences Pvt Ltd,Health & Beauty > Personal Care > Cosmetics > Skin Care,
23185248,Ultradew Cream,"Ultradew Cream by Ama Herbal Loboratories. Body Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100GM.",in stock,new,275.00 INR,https://www.indianskinstore.com/product/ultradew-cream,https://indianskinco.github.io/iss-catalog-images/p/23185248.jpg,Ama Herbal Loboratories,Health & Beauty > Personal Care > Cosmetics > Skin Care,
28891447,Unclog Spray,"Unclog Spray by Ad Cure Derma. Body Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 50ML.",in stock,new,525.00 INR,https://www.indianskinstore.com/product/unclog-spray,https://indianskinco.github.io/iss-catalog-images/p/28891447.jpg,Ad Cure Derma,Health & Beauty > Personal Care > Cosmetics > Skin Care,
18898857,Venusia Derm Cream 75GM 75GM,"Venusia Derm Cream 75GM 75GM by Dr Reddy'S. Body Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 75GM.",in stock,new,0.00 INR,https://www.indianskinstore.com/product/venusia-derm-cream-75gm-75gm,https://indianskinco.github.io/iss-catalog-images/p/18898857.jpg,Dr Reddy'S,Health & Beauty > Personal Care > Cosmetics > Skin Care,
18873422,Venusia Derm Moisturizing Cream 75GM,"Venusia Derm Moisturizing Cream 75GM by Dr Reddy'S. Body Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 1*75GM.",in stock,new,249.00 INR,https://www.indianskinstore.com/product/venusia-derm-moisturizing-cream-75gm,https://indianskinco.github.io/iss-catalog-images/p/18873422.jpg,Dr Reddy'S,Health & Beauty > Personal Care > Cosmetics > Skin Care,
18870499,Xerina Cream,"Xerina Cream by Sun Pharmaceutical Ind.Itd. Body Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 1.",in stock,new,460.00 INR,https://www.indianskinstore.com/product/xerina-cream,https://indianskinco.github.io/iss-catalog-images/p/18870499.jpg,Sun Pharmaceutical Ind.Itd,Health & Beauty > Personal Care > Cosmetics > Skin Care,
19312688,Xerina Cream 50GM,"Xerina Cream 50GM by Sun Pharmaceutical Ind.Itd. Body Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.",in stock,new,487.00 INR,https://www.indianskinstore.com/product/xerina-cream-50gm,https://indianskinco.github.io/iss-catalog-images/p/19312688.jpg,Sun Pharmaceutical Ind.Itd,Health & Beauty > Personal Care > Cosmetics > Skin Care,
29382417,Xerina Ds Cream,"Xerina Ds Cream by Sun Pharmaceutical Ind.Itd. Body Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 50GM.",in stock,new,530.00 INR,https://www.indianskinstore.com/product/xerina-ds-cream,https://indianskinco.github.io/iss-catalog-images/p/29382417.jpg,Sun Pharmaceutical Ind.Itd,Health & Beauty > Personal Care > Cosmetics > Skin Care,
19308512,8X Kt Shampoo 60ML,"8X Kt Shampoo 60ML by Cipla Limited. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.",in stock,new,304.28 INR,https://www.indianskinstore.com/product/8x-kt-shampoo-60ml,https://indianskinco.github.io/iss-catalog-images/p/19308512.jpg,Cipla Limited,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
19308513,8X Shampoo 120ml,"8X Shampoo 120ml by Cipla Limited. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.",in stock,new,505.84 INR,https://www.indianskinstore.com/product/8x-shampoo-120ml,https://indianskinco.github.io/iss-catalog-images/p/19308513.jpg,Cipla Limited,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
28799972,Bioglim Conditioner,"Bioglim Conditioner by Bionam Pharmacos. Conditioning product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 200ML.",in stock,new,649.00 INR,https://www.indianskinstore.com/product/bioglim-conditioner,https://indianskinco.github.io/iss-catalog-images/p/28799972.jpg,Bionam Pharmacos,Health & Beauty > Personal Care > Hair Care > Hair Conditioner,
19308578,Biowright Oil 80ML,"Biowright Oil 80ML by Linux Laboratories. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 80ML.",in stock,new,242.00 INR,https://www.indianskinstore.com/product/biowright-oil-80ml,https://indianskinco.github.io/iss-catalog-images/p/19308578.jpg,Linux Laboratories,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
28789806,C Ro Hair Oil,"C Ro Hair Oil by Bihans. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100ML.",in stock,new,395.00 INR,https://www.indianskinstore.com/product/c-ro-hair-oil,https://indianskinco.github.io/iss-catalog-images/p/28789806.jpg,Bihans,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
29371623,Candidox Shampoo 100ml 100ml,"Candidox Shampoo 100ml 100ml by Glenmark Pharmaceuticals Ltd. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100ML.",in stock,new,403.01 INR,https://www.indianskinstore.com/product/candidox-shampoo-100ml-100ml,https://indianskinco.github.io/iss-catalog-images/p/29371623.jpg,Glenmark Pharmaceuticals Ltd,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
18889185,Endruff Lotion 100ml 100ml,"Endruff Lotion 100ml 100ml by Nulife Pharmaceuticals. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100ML.",in stock,new,87.00 INR,https://www.indianskinstore.com/product/endruff-lotion-100ml-100ml,https://indianskinco.github.io/iss-catalog-images/p/18889185.jpg,Nulife Pharmaceuticals,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
28751634,Fullnoir,"Fullnoir by Bdr Dermacare. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 60 ML.",in stock,new,1290.00 INR,https://www.indianskinstore.com/product/fullnoir,https://indianskinco.github.io/iss-catalog-images/p/28751634.jpg,Bdr Dermacare,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
19309630,H-wash Shampoo 100ml,"H-wash Shampoo 100ml by Ethialll Remedies. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100ML.",in stock,new,420.00 INR,https://www.indianskinstore.com/product/h-wash-shampoo-100ml,https://indianskinco.github.io/iss-catalog-images/p/19309630.jpg,Ethialll Remedies,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
26054652,Hairglaze Conditioner,"Hairglaze Conditioner by Revetime. Conditioning product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 200ML.",in stock,new,500.00 INR,https://www.indianskinstore.com/product/hairglaze-conditioner,https://indianskinco.github.io/iss-catalog-images/p/26054652.jpg,Revetime,Health & Beauty > Personal Care > Hair Care > Hair Conditioner,
26054653,Hairglaze Mask,"Hairglaze Mask by Revetime. Conditioning product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 200ML.",in stock,new,650.00 INR,https://www.indianskinstore.com/product/hairglaze-mask,https://indianskinco.github.io/iss-catalog-images/p/26054653.jpg,Revetime,Health & Beauty > Personal Care > Hair Care > Hair Conditioner,
26056491,Hairglaze Shampoo,"Hairglaze Shampoo by Revetime. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 200ML.",in stock,new,450.00 INR,https://www.indianskinstore.com/product/hairglaze-shampoo,https://indianskinco.github.io/iss-catalog-images/p/26056491.jpg,Revetime,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
19309616,Halixir Oil 100ml,"Halixir Oil 100ml by Ethicare Remedies. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.",in stock,new,355.00 INR,https://www.indianskinstore.com/product/halixir-oil-100ml,https://indianskinco.github.io/iss-catalog-images/p/19309616.jpg,Ethicare Remedies,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
19309663,Ivrea Shampoo 30ML,"Ivrea Shampoo 30ML by Ajanta Pharma Ltd. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.",in stock,new,127.97 INR,https://www.indianskinstore.com/product/ivrea-shampoo-30ml,https://indianskinco.github.io/iss-catalog-images/p/19309663.jpg,Ajanta Pharma Ltd,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
19309673,Keramote Conditioner 100ml,"Keramote Conditioner 100ml by Ceuticoz. Conditioning product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.",in stock,new,370.00 INR,https://www.indianskinstore.com/product/keramote-conditioner-100ml,https://indianskinco.github.io/iss-catalog-images/p/19309673.jpg,Ceuticoz,Health & Beauty > Personal Care > Hair Care > Hair Conditioner,
19309674,Keramote Shampoo Lot 75ML,"Keramote Shampoo Lot 75ML by Ceuticoz. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100ML.",in stock,new,390.00 INR,https://www.indianskinstore.com/product/keramote-shampoo-lot-75ml,https://indianskinco.github.io/iss-catalog-images/p/19309674.jpg,Ceuticoz,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
19312381,La-matisse Conditioner 100gm,"La-matisse Conditioner 100gm by Linux Laboratories. Conditioning product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.",in stock,new,625.00 INR,https://www.indianskinstore.com/product/la-matisse-conditioner-100gm,https://indianskinco.github.io/iss-catalog-images/p/19312381.jpg,Linux Laboratories,Health & Beauty > Personal Care > Hair Care > Hair Conditioner,
28811180,Logidruf S Lotion,"Logidruf S Lotion by Canixa Life Sciences Pvt Ltd. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 1*100ML.",in stock,new,328.00 INR,https://www.indianskinstore.com/product/logidruf-s-lotion,https://indianskinco.github.io/iss-catalog-images/p/28811180.jpg,Canixa Life Sciences Pvt Ltd,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
28770432,Magidruf,"Magidruf by Oziel Pharma. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100ML.",in stock,new,253.60 INR,https://www.indianskinstore.com/product/magidruf,https://indianskinco.github.io/iss-catalog-images/p/28770432.jpg,Oziel Pharma,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
28860486,Meldone,"Meldone by Skinocean. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 60ML.",in stock,new,1350.00 INR,https://www.indianskinstore.com/product/meldone,https://indianskinco.github.io/iss-catalog-images/p/28860486.jpg,Skinocean,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
28872881,Pellemild Daily Shampoo,"Pellemild Daily Shampoo by Atopic Laboratories Pvt.Ltd.,. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 1*100ML.",in stock,new,289.00 INR,https://www.indianskinstore.com/product/pellemild-daily-shampoo,https://indianskinco.github.io/iss-catalog-images/p/28872881.jpg,"Atopic Laboratories Pvt.Ltd.,",Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
19310656,Perlice 1% Cream Rinse 120gm,"Perlice 1% Cream Rinse 120gm by Torrent Pharmaceutical Ltd. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.",in stock,new,193.49 INR,https://www.indianskinstore.com/product/perlice-1%-cream-rinse-120gm,https://indianskinco.github.io/iss-catalog-images/p/19310656.jpg,Torrent Pharmaceutical Ltd,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
24273022,Powercort Shampoo,"Powercort Shampoo by Eris Oaknet. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100ML.",in stock,new,334.25 INR,https://www.indianskinstore.com/product/powercort-shampoo,https://indianskinco.github.io/iss-catalog-images/p/24273022.jpg,Eris Oaknet,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
19310690,Remigrow Hair Oil 100ml,"Remigrow Hair Oil 100ml by Skin Science Laboratories Pvt Ltd. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.",in stock,new,380.00 INR,https://www.indianskinstore.com/product/remigrow-hair-oil-100ml,https://indianskinco.github.io/iss-catalog-images/p/19310690.jpg,Skin Science Laboratories Pvt Ltd,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
18869426,Renocia Hair Conditioner 110ml,"Renocia Hair Conditioner 110ml by Alkem Laboratories Ltd.. Conditioning product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 1*110ML.",in stock,new,985.00 INR,https://www.indianskinstore.com/product/renocia-hair-conditioner-110ml,https://indianskinco.github.io/iss-catalog-images/p/18869426.jpg,Alkem Laboratories Ltd.,Health & Beauty > Personal Care > Hair Care > Hair Conditioner,
28872846,Resver B31 Shampoo,"Resver B31 Shampoo by Genesis Cosmotech. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 200 ML.",in stock,new,599.00 INR,https://www.indianskinstore.com/product/resver-b31-shampoo,https://indianskinco.github.io/iss-catalog-images/p/28872846.jpg,Genesis Cosmotech,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
19310695,Revgrey Solution 30ML,"Revgrey Solution 30ML by Apex Laboratories Pvt Ltd. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 30ML.",in stock,new,820.00 INR,https://www.indianskinstore.com/product/revgrey-solution-30ml,https://indianskinco.github.io/iss-catalog-images/p/19310695.jpg,Apex Laboratories Pvt Ltd,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
18857444,Salisia Kt Shampoo,"Salisia Kt Shampoo by Ajanta Pharma Ltd.. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 75ML.",in stock,new,342.19 INR,https://www.indianskinstore.com/product/salisia-kt-shampoo,https://indianskinco.github.io/iss-catalog-images/p/18857444.jpg,Ajanta Pharma Ltd.,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
19310711,Scalpe Plus Lotion 75ML,"Scalpe Plus Lotion 75ML by Glenmark Pharmaceuticals Ltd.. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.",in stock,new,306.50 INR,https://www.indianskinstore.com/product/scalpe-plus-lotion-75ml,https://indianskinco.github.io/iss-catalog-images/p/19310711.jpg,Glenmark Pharmaceuticals Ltd.,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
18870498,Selsun S Shampoo 120ml,"Selsun S Shampoo 120ml by Abbott Healthcare Pvt Ltd. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 1*120ML.",in stock,new,549.00 INR,https://www.indianskinstore.com/product/selsun-s-shampoo-120ml,https://indianskinco.github.io/iss-catalog-images/p/18870498.jpg,Abbott Healthcare Pvt Ltd,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
19311333,Trichoexito Hair Mask 200G,"Trichoexito Hair Mask 200G by Ubik Solutions Pvt. Ltd. Conditioning product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.",in stock,new,1200.00 INR,https://www.indianskinstore.com/product/trichoexito-hair-mask-200g,https://indianskinco.github.io/iss-catalog-images/p/19311333.jpg,Ubik Solutions Pvt. Ltd,Health & Beauty > Personal Care > Hair Care > Hair Conditioner,
19311334,Trichoexito Shampoo 250ml,"Trichoexito Shampoo 250ml by Ubik Solutions Pvt. Ltd. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.",in stock,new,1200.00 INR,https://www.indianskinstore.com/product/trichoexito-shampoo-250ml,https://indianskinco.github.io/iss-catalog-images/p/19311334.jpg,Ubik Solutions Pvt. Ltd,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
19311336,Trichowell Hair Nourish Serum 50ML,"Trichowell Hair Nourish Serum 50ML by Vegetal Bioactives Pvt.Ltd. Conditioning product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 50ML.",in stock,new,450.00 INR,https://www.indianskinstore.com/product/trichowell-hair-nourish-serum-50ml,https://indianskinco.github.io/iss-catalog-images/p/19311336.jpg,Vegetal Bioactives Pvt.Ltd,Health & Beauty > Personal Care > Hair Care > Hair Conditioner,
19311339,Tricopecia Hair Serum 60ML,"Tricopecia Hair Serum 60ML by Jvj Pharmaceuticals Pvt Ltd. Conditioning product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.",in stock,new,1299.00 INR,https://www.indianskinstore.com/product/tricopecia-hair-serum-60ml,https://indianskinco.github.io/iss-catalog-images/p/19311339.jpg,Jvj Pharmaceuticals Pvt Ltd,Health & Beauty > Personal Care > Hair Care > Hair Conditioner,
29089903,Tugain Hair Serum,"Tugain Hair Serum by Cipla Health Limited. Conditioning product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100ML.",in stock,new,650.00 INR,https://www.indianskinstore.com/product/tugain-hair-serum,https://indianskinco.github.io/iss-catalog-images/p/29089903.jpg,Cipla Health Limited,Health & Beauty > Personal Care > Hair Care > Hair Conditioner,
19312686,Xaliderm Solution 50ML,"Xaliderm Solution 50ML by Klm Laboratories Pvt.Ltd.. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 50ML.",in stock,new,328.13 INR,https://www.indianskinstore.com/product/xaliderm-solution-50ml,https://indianskinco.github.io/iss-catalog-images/p/19312686.jpg,Klm Laboratories Pvt.Ltd.,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
28633118,Xampu-kz Shampoo,"Xampu-kz Shampoo by Mankind Pharmaceuticals Ltd. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100ML.",in stock,new,368.09 INR,https://www.indianskinstore.com/product/xampu-kz-shampoo,https://indianskinco.github.io/iss-catalog-images/p/28633118.jpg,Mankind Pharmaceuticals Ltd,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,
28612731,Ac Sheer 50 Spf,"Ac Sheer 50 Spf by Ubik Solutions Pvt. Ltd. Sun Protection product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 50 G.",in stock,new,1190.00 INR,https://www.indianskinstore.com/product/ac-sheer-50-spf,https://indianskinco.github.io/iss-catalog-images/p/28612731.jpg,Ubik Solutions Pvt. Ltd,Health & Beauty > Personal Care > Cosmetics > Sun Care,
19308523,Acmed Plus F/w 250ml,"Acmed Plus F/w 250ml by Ubik Solutions Pvt. Ltd. Cleansers product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 250ML.",in stock,new,350.00 INR,https://www.indianskinstore.com/product/acmed-plus-f/w-250ml,https://indianskinco.github.io/iss-catalog-images/p/19308523.jpg,Ubik Solutions Pvt. Ltd,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Wash,
18881430,Acne Oc Moisturizer,"Acne Oc Moisturizer by Ipca Health Private Limited. Moisturiser product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 75 gm.",in stock,new,618.00 INR,https://www.indianskinstore.com/product/acne-oc-moisturizer,https://indianskinco.github.io/iss-catalog-images/p/18881430.jpg,Ipca Health Private Limited,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,
19308527,Acne-uv Gel Spf 50 50GM,"Acne-uv Gel Spf 50 50GM by Ipca Health Private Limited. Sun Protection product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.",in stock,new,975.00 INR,https://www.indianskinstore.com/product/acne-uv-gel-spf-50-50gm,https://indianskinco.github.io/iss-catalog-images/p/19308527.jpg,Ipca Health Private Limited,Health & Beauty > Personal Care > Cosmetics > Sun Care,
29107484,Acnemoist Bar,"Acnemoist Bar by Torrent Pharmaceuticals Ltd.. Cleansers product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100GM.",in stock,new,298.50 INR,https://www.indianskinstore.com/product/acnemoist-bar,https://indianskinco.github.io/iss-catalog-images/p/29107484.jpg,Torrent Pharmaceuticals Ltd.,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Wash,
18869649,Acnemoist Cream 60GM,"Acnemoist Cream 60GM by Torrent Pharmaceuticals Ltd.. Moisturiser product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 1*60G.",in stock,new,494.00 INR,https://www.indianskinstore.com/product/acnemoist-cream-60gm,https://indianskinco.github.io/iss-catalog-images/p/18869649.jpg,Torrent Pharmaceuticals Ltd.,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,
19308533,Ageret Lot 20ML,"Ageret Lot 20ML by Biopharmacieaa Pvt. Ltd. Anti-Aging product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.",in stock,new,1089.00 INR,https://www.indianskinstore.com/product/ageret-lot-20ml,https://indianskinco.github.io/iss-catalog-images/p/19308533.jpg,Biopharmacieaa Pvt. Ltd,Health & Beauty > Personal Care > Cosmetics > Skin Care > Anti-Aging Skin Care Kits,
19308534,Ahaglow F/w 50GM,"Ahaglow F/w 50GM by Torrent Pharmaceuticals Ltd.. Cleansers product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.",in stock,new,357.00 INR,https://www.indianskinstore.com/product/ahaglow-f/w-50gm,https://indianskinco.github.io/iss-catalog-images/p/19308534.jpg,Torrent Pharmaceuticals Ltd.,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Wash,
29026443,Ahaglow Facepads,"Ahaglow Facepads by Torrent Pharmaceuticals Ltd.. Cleansers product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 30s.",in stock,new,315.00 INR,https://www.indianskinstore.com/product/ahaglow-facepads,https://indianskinco.github.io/iss-catalog-images/p/29026443.jpg,Torrent Pharmaceuticals Ltd.,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Wash,
19308535,Ahaglow-s F/w 60ML,"Ahaglow-s F/w 60ML by Torrent Pharmaceuticals Ltd.. Cleansers product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.",in stock,new,675.00 INR,https://www.indianskinstore.com/product/ahaglow-s-f/w-60ml,https://indianskinco.github.io/iss-catalog-images/p/19308535.jpg,Torrent Pharmaceuticals Ltd.,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Wash,
