id	title	description	link	image_link	availability	price	brand	condition	identifier_exists	google_product_category	product_type
19310701	Ritch Creamy Lotion 50ML	Ritch Creamy Lotion 50ML by Torrent Pharmaceuticals Ltd.. Body Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 75ML.	https://www.indianskinstore.com/product/ritch-creamy-lotion-50ml	https://indianskinco.github.io/iss-catalog-images/p/19310701.jpg	in_stock	435.00 INR	Torrent Pharmaceuticals Ltd.	new	no	Health & Beauty > Personal Care > Cosmetics > Skin Care	Bodycare > Body Care
28631680	Sebamed Ad Body Lotion	Sebamed Ad Body Lotion by Usv Private Ltd. Body Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 200ML.	https://www.indianskinstore.com/product/sebamed-ad-body-lotion	https://indianskinco.github.io/iss-catalog-images/p/28631680.jpg	in_stock	850.00 INR	Usv Private Ltd	new	no	Health & Beauty > Personal Care > Cosmetics > Skin Care	Bodycare > Body Care
19311292	Soframycin Skin Cream 30GM	Soframycin Skin Cream 30GM by Encube Ethicals Pvt Ltd. Post-Procedure product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.	https://www.indianskinstore.com/product/soframycin-skin-cream-30gm	https://indianskinco.github.io/iss-catalog-images/p/19311292.jpg	in_stock	53.53 INR	Encube Ethicals Pvt Ltd	new	no	Health & Beauty > Personal Care > Cosmetics > Skin Care	Bodycare > Post-Procedure
19311302	Sterdee Cream 60GM	Sterdee Cream 60GM by Jvj Pharmaceuticals Pvt Ltd. Post-Procedure product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.	https://www.indianskinstore.com/product/sterdee-cream-60gm	https://indianskinco.github.io/iss-catalog-images/p/19311302.jpg	in_stock	399.00 INR	Jvj Pharmaceuticals Pvt Ltd	new	no	Health & Beauty > Personal Care > Cosmetics > Skin Care	Bodycare > Post-Procedure
28810662	T2H Shower Gel	T2H Shower Gel by Strata. Cleansing product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 250ML.	https://www.indianskinstore.com/product/t2h-shower-gel	https://indianskinco.github.io/iss-catalog-images/p/28810662.jpg	in_stock	490.00 INR	Strata	new	no	Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Wash	Bodycare > Cleansing
19312646	Tyrodin Creamy Lotion 100ml	Tyrodin Creamy Lotion 100ml by Canixa Life Sciences Pvt Ltd. Body Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.	https://www.indianskinstore.com/product/tyrodin-creamy-lotion-100ml	https://indianskinco.github.io/iss-catalog-images/p/19312646.jpg	in_stock	825.00 INR	Canixa Life Sciences Pvt Ltd	new	no	Health & Beauty > Personal Care > Cosmetics > Skin Care	Bodycare > Body Care
23185248	Ultradew Cream	Ultradew Cream by Ama Herbal Loboratories. Body Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100GM.	https://www.indianskinstore.com/product/ultradew-cream	https://indianskinco.github.io/iss-catalog-images/p/23185248.jpg	in_stock	275.00 INR	Ama Herbal Loboratories	new	no	Health & Beauty > Personal Care > Cosmetics > Skin Care	Bodycare > Body Care
28891447	Unclog Spray	Unclog Spray by Ad Cure Derma. Body Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 50ML.	https://www.indianskinstore.com/product/unclog-spray	https://indianskinco.github.io/iss-catalog-images/p/28891447.jpg	in_stock	525.00 INR	Ad Cure Derma	new	no	Health & Beauty > Personal Care > Cosmetics > Skin Care	Bodycare > Body Care
18873422	Venusia Derm Moisturizing Cream 75GM	Venusia Derm Moisturizing Cream 75GM by Dr Reddy'S. Body Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 1*75GM.	https://www.indianskinstore.com/product/venusia-derm-moisturizing-cream-75gm	https://indianskinco.github.io/iss-catalog-images/p/18873422.jpg	in_stock	249.00 INR	Dr Reddy'S	new	no	Health & Beauty > Personal Care > Cosmetics > Skin Care	Bodycare > Body Care
18870499	Xerina Cream	Xerina Cream by Sun Pharmaceutical Ind.Itd. Body Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 1.	https://www.indianskinstore.com/product/xerina-cream	https://indianskinco.github.io/iss-catalog-images/p/18870499.jpg	in_stock	460.00 INR	Sun Pharmaceutical Ind.Itd	new	no	Health & Beauty > Personal Care > Cosmetics > Skin Care	Bodycare > Body Care
19312688	Xerina Cream 50GM	Xerina Cream 50GM by Sun Pharmaceutical Ind.Itd. Body Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.	https://www.indianskinstore.com/product/xerina-cream-50gm	https://indianskinco.github.io/iss-catalog-images/p/19312688.jpg	in_stock	487.00 INR	Sun Pharmaceutical Ind.Itd	new	no	Health & Beauty > Personal Care > Cosmetics > Skin Care	Bodycare > Body Care
29382417	Xerina Ds Cream	Xerina Ds Cream by Sun Pharmaceutical Ind.Itd. Body Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 50GM.	https://www.indianskinstore.com/product/xerina-ds-cream	https://indianskinco.github.io/iss-catalog-images/p/29382417.jpg	in_stock	530.00 INR	Sun Pharmaceutical Ind.Itd	new	no	Health & Beauty > Personal Care > Cosmetics > Skin Care	Bodycare > Body Care
19308512	8X Kt Shampoo 60ML	8X Kt Shampoo 60ML by Cipla Limited. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.	https://www.indianskinstore.com/product/8x-kt-shampoo-60ml	https://indianskinco.github.io/iss-catalog-images/p/19308512.jpg	in_stock	304.28 INR	Cipla Limited	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
19308513	8X Shampoo 120ml	8X Shampoo 120ml by Cipla Limited. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.	https://www.indianskinstore.com/product/8x-shampoo-120ml	https://indianskinco.github.io/iss-catalog-images/p/19308513.jpg	in_stock	505.84 INR	Cipla Limited	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
28799972	Bioglim Conditioner	Bioglim Conditioner by Bionam Pharmacos. Conditioning product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 200ML.	https://www.indianskinstore.com/product/bioglim-conditioner	https://indianskinco.github.io/iss-catalog-images/p/28799972.jpg	in_stock	649.00 INR	Bionam Pharmacos	new	no	Health & Beauty > Personal Care > Hair Care > Hair Conditioner	Haircare > Conditioning
19308578	Biowright Oil 80ML	Biowright Oil 80ML by Linux Laboratories. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 80ML.	https://www.indianskinstore.com/product/biowright-oil-80ml	https://indianskinco.github.io/iss-catalog-images/p/19308578.jpg	in_stock	242.00 INR	Linux Laboratories	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
28789806	C Ro Hair Oil	C Ro Hair Oil by Bihans. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100ML.	https://www.indianskinstore.com/product/c-ro-hair-oil	https://indianskinco.github.io/iss-catalog-images/p/28789806.jpg	in_stock	395.00 INR	Bihans	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
29371623	Candidox Shampoo 100ml 100ml	Candidox Shampoo 100ml 100ml by Glenmark Pharmaceuticals Ltd. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100ML.	https://www.indianskinstore.com/product/candidox-shampoo-100ml-100ml	https://indianskinco.github.io/iss-catalog-images/p/29371623.jpg	in_stock	403.01 INR	Glenmark Pharmaceuticals Ltd	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
18889185	Endruff Lotion 100ml 100ml	Endruff Lotion 100ml 100ml by Nulife Pharmaceuticals. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100ML.	https://www.indianskinstore.com/product/endruff-lotion-100ml-100ml	https://indianskinco.github.io/iss-catalog-images/p/18889185.jpg	in_stock	87.00 INR	Nulife Pharmaceuticals	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
28751634	Fullnoir	Fullnoir by Bdr Dermacare. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 60 ML.	https://www.indianskinstore.com/product/fullnoir	https://indianskinco.github.io/iss-catalog-images/p/28751634.jpg	in_stock	1290.00 INR	Bdr Dermacare	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
19309630	H-wash Shampoo 100ml	H-wash Shampoo 100ml by Ethialll Remedies. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100ML.	https://www.indianskinstore.com/product/h-wash-shampoo-100ml	https://indianskinco.github.io/iss-catalog-images/p/19309630.jpg	in_stock	420.00 INR	Ethialll Remedies	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
26054652	Hairglaze Conditioner	Hairglaze Conditioner by Revetime. Conditioning product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 200ML.	https://www.indianskinstore.com/product/hairglaze-conditioner	https://indianskinco.github.io/iss-catalog-images/p/26054652.jpg	in_stock	500.00 INR	Revetime	new	no	Health & Beauty > Personal Care > Hair Care > Hair Conditioner	Haircare > Conditioning
26054653	Hairglaze Mask	Hairglaze Mask by Revetime. Conditioning product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 200ML.	https://www.indianskinstore.com/product/hairglaze-mask	https://indianskinco.github.io/iss-catalog-images/p/26054653.jpg	in_stock	650.00 INR	Revetime	new	no	Health & Beauty > Personal Care > Hair Care > Hair Conditioner	Haircare > Conditioning
26056491	Hairglaze Shampoo	Hairglaze Shampoo by Revetime. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 200ML.	https://www.indianskinstore.com/product/hairglaze-shampoo	https://indianskinco.github.io/iss-catalog-images/p/26056491.jpg	in_stock	450.00 INR	Revetime	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
19309616	Halixir Oil 100ml	Halixir Oil 100ml by Ethicare Remedies. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.	https://www.indianskinstore.com/product/halixir-oil-100ml	https://indianskinco.github.io/iss-catalog-images/p/19309616.jpg	in_stock	355.00 INR	Ethicare Remedies	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
19309663	Ivrea Shampoo 30ML	Ivrea Shampoo 30ML by Ajanta Pharma Ltd. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.	https://www.indianskinstore.com/product/ivrea-shampoo-30ml	https://indianskinco.github.io/iss-catalog-images/p/19309663.jpg	in_stock	127.97 INR	Ajanta Pharma Ltd	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
19309673	Keramote Conditioner 100ml	Keramote Conditioner 100ml by Ceuticoz. Conditioning product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.	https://www.indianskinstore.com/product/keramote-conditioner-100ml	https://indianskinco.github.io/iss-catalog-images/p/19309673.jpg	in_stock	370.00 INR	Ceuticoz	new	no	Health & Beauty > Personal Care > Hair Care > Hair Conditioner	Haircare > Conditioning
19309674	Keramote Shampoo Lot 75ML	Keramote Shampoo Lot 75ML by Ceuticoz. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100ML.	https://www.indianskinstore.com/product/keramote-shampoo-lot-75ml	https://indianskinco.github.io/iss-catalog-images/p/19309674.jpg	in_stock	390.00 INR	Ceuticoz	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
19312381	La-matisse Conditioner 100gm	La-matisse Conditioner 100gm by Linux Laboratories. Conditioning product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.	https://www.indianskinstore.com/product/la-matisse-conditioner-100gm	https://indianskinco.github.io/iss-catalog-images/p/19312381.jpg	in_stock	625.00 INR	Linux Laboratories	new	no	Health & Beauty > Personal Care > Hair Care > Hair Conditioner	Haircare > Conditioning
28811180	Logidruf S Lotion	Logidruf S Lotion by Canixa Life Sciences Pvt Ltd. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 1*100ML.	https://www.indianskinstore.com/product/logidruf-s-lotion	https://indianskinco.github.io/iss-catalog-images/p/28811180.jpg	in_stock	328.00 INR	Canixa Life Sciences Pvt Ltd	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
28770432	Magidruf	Magidruf by Oziel Pharma. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100ML.	https://www.indianskinstore.com/product/magidruf	https://indianskinco.github.io/iss-catalog-images/p/28770432.jpg	in_stock	253.60 INR	Oziel Pharma	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
28860486	Meldone	Meldone by Skinocean. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 60ML.	https://www.indianskinstore.com/product/meldone	https://indianskinco.github.io/iss-catalog-images/p/28860486.jpg	in_stock	1350.00 INR	Skinocean	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
28872881	Pellemild Daily Shampoo	Pellemild Daily Shampoo by Atopic Laboratories Pvt.Ltd.,. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 1*100ML.	https://www.indianskinstore.com/product/pellemild-daily-shampoo	https://indianskinco.github.io/iss-catalog-images/p/28872881.jpg	in_stock	289.00 INR	Atopic Laboratories Pvt.Ltd.,	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
19310656	Perlice 1% Cream Rinse 120gm	Perlice 1% Cream Rinse 120gm by Torrent Pharmaceutical Ltd. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.	https://www.indianskinstore.com/product/perlice-1%-cream-rinse-120gm	https://indianskinco.github.io/iss-catalog-images/p/19310656.jpg	in_stock	193.49 INR	Torrent Pharmaceutical Ltd	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
24273022	Powercort Shampoo	Powercort Shampoo by Eris Oaknet. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100ML.	https://www.indianskinstore.com/product/powercort-shampoo	https://indianskinco.github.io/iss-catalog-images/p/24273022.jpg	in_stock	334.25 INR	Eris Oaknet	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
19310690	Remigrow Hair Oil 100ml	Remigrow Hair Oil 100ml by Skin Science Laboratories Pvt Ltd. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.	https://www.indianskinstore.com/product/remigrow-hair-oil-100ml	https://indianskinco.github.io/iss-catalog-images/p/19310690.jpg	in_stock	380.00 INR	Skin Science Laboratories Pvt Ltd	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
18869426	Renocia Hair Conditioner 110ml	Renocia Hair Conditioner 110ml by Alkem Laboratories Ltd.. Conditioning product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 1*110ML.	https://www.indianskinstore.com/product/renocia-hair-conditioner-110ml	https://indianskinco.github.io/iss-catalog-images/p/18869426.jpg	in_stock	985.00 INR	Alkem Laboratories Ltd.	new	no	Health & Beauty > Personal Care > Hair Care > Hair Conditioner	Haircare > Conditioning
28872846	Resver B31 Shampoo	Resver B31 Shampoo by Genesis Cosmotech. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 200 ML.	https://www.indianskinstore.com/product/resver-b31-shampoo	https://indianskinco.github.io/iss-catalog-images/p/28872846.jpg	in_stock	599.00 INR	Genesis Cosmotech	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
19310695	Revgrey Solution 30ML	Revgrey Solution 30ML by Apex Laboratories Pvt Ltd. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 30ML.	https://www.indianskinstore.com/product/revgrey-solution-30ml	https://indianskinco.github.io/iss-catalog-images/p/19310695.jpg	in_stock	820.00 INR	Apex Laboratories Pvt Ltd	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
18857444	Salisia Kt Shampoo	Salisia Kt Shampoo by Ajanta Pharma Ltd.. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 75ML.	https://www.indianskinstore.com/product/salisia-kt-shampoo	https://indianskinco.github.io/iss-catalog-images/p/18857444.jpg	in_stock	342.19 INR	Ajanta Pharma Ltd.	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
19310711	Scalpe Plus Lotion 75ML	Scalpe Plus Lotion 75ML by Glenmark Pharmaceuticals Ltd.. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.	https://www.indianskinstore.com/product/scalpe-plus-lotion-75ml	https://indianskinco.github.io/iss-catalog-images/p/19310711.jpg	in_stock	306.50 INR	Glenmark Pharmaceuticals Ltd.	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
18870498	Selsun S Shampoo 120ml	Selsun S Shampoo 120ml by Abbott Healthcare Pvt Ltd. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 1*120ML.	https://www.indianskinstore.com/product/selsun-s-shampoo-120ml	https://indianskinco.github.io/iss-catalog-images/p/18870498.jpg	in_stock	549.00 INR	Abbott Healthcare Pvt Ltd	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
19311333	Trichoexito Hair Mask 200G	Trichoexito Hair Mask 200G by Ubik Solutions Pvt. Ltd. Conditioning product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.	https://www.indianskinstore.com/product/trichoexito-hair-mask-200g	https://indianskinco.github.io/iss-catalog-images/p/19311333.jpg	in_stock	1200.00 INR	Ubik Solutions Pvt. Ltd	new	no	Health & Beauty > Personal Care > Hair Care > Hair Conditioner	Haircare > Conditioning
19311334	Trichoexito Shampoo 250ml	Trichoexito Shampoo 250ml by Ubik Solutions Pvt. Ltd. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.	https://www.indianskinstore.com/product/trichoexito-shampoo-250ml	https://indianskinco.github.io/iss-catalog-images/p/19311334.jpg	in_stock	1200.00 INR	Ubik Solutions Pvt. Ltd	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
19311336	Trichowell Hair Nourish Serum 50ML	Trichowell Hair Nourish Serum 50ML by Vegetal Bioactives Pvt.Ltd. Conditioning product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 50ML.	https://www.indianskinstore.com/product/trichowell-hair-nourish-serum-50ml	https://indianskinco.github.io/iss-catalog-images/p/19311336.jpg	in_stock	450.00 INR	Vegetal Bioactives Pvt.Ltd	new	no	Health & Beauty > Personal Care > Hair Care > Hair Conditioner	Haircare > Conditioning
19311339	Tricopecia Hair Serum 60ML	Tricopecia Hair Serum 60ML by Jvj Pharmaceuticals Pvt Ltd. Conditioning product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.	https://www.indianskinstore.com/product/tricopecia-hair-serum-60ml	https://indianskinco.github.io/iss-catalog-images/p/19311339.jpg	in_stock	1299.00 INR	Jvj Pharmaceuticals Pvt Ltd	new	no	Health & Beauty > Personal Care > Hair Care > Hair Conditioner	Haircare > Conditioning
29089903	Tugain Hair Serum	Tugain Hair Serum by Cipla Health Limited. Conditioning product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100ML.	https://www.indianskinstore.com/product/tugain-hair-serum	https://indianskinco.github.io/iss-catalog-images/p/29089903.jpg	in_stock	650.00 INR	Cipla Health Limited	new	no	Health & Beauty > Personal Care > Hair Care > Hair Conditioner	Haircare > Conditioning
19312686	Xaliderm Solution 50ML	Xaliderm Solution 50ML by Klm Laboratories Pvt.Ltd.. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 50ML.	https://www.indianskinstore.com/product/xaliderm-solution-50ml	https://indianskinco.github.io/iss-catalog-images/p/19312686.jpg	in_stock	328.13 INR	Klm Laboratories Pvt.Ltd.	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
28633118	Xampu-kz Shampoo	Xampu-kz Shampoo by Mankind Pharmaceuticals Ltd. Scalp Care product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100ML.	https://www.indianskinstore.com/product/xampu-kz-shampoo	https://indianskinco.github.io/iss-catalog-images/p/28633118.jpg	in_stock	368.09 INR	Mankind Pharmaceuticals Ltd	new	no	Health & Beauty > Personal Care > Hair Care > Hair Care Kits	Haircare > Scalp Care
28612731	Ac Sheer 50 Spf	Ac Sheer 50 Spf by Ubik Solutions Pvt. Ltd. Sun Protection product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 50 G.	https://www.indianskinstore.com/product/ac-sheer-50-spf	https://indianskinco.github.io/iss-catalog-images/p/28612731.jpg	in_stock	1190.00 INR	Ubik Solutions Pvt. Ltd	new	no	Health & Beauty > Personal Care > Cosmetics > Sun Care	Skincare > Sun Protection
19308523	Acmed Plus F/w 250ml	Acmed Plus F/w 250ml by Ubik Solutions Pvt. Ltd. Cleansers product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 250ML.	https://www.indianskinstore.com/product/acmed-plus-f/w-250ml	https://indianskinco.github.io/iss-catalog-images/p/19308523.jpg	in_stock	350.00 INR	Ubik Solutions Pvt. Ltd	new	no	Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Wash	Skincare > Cleansers
18881430	Acne Oc Moisturizer	Acne Oc Moisturizer by Ipca Health Private Limited. Moisturiser product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 75 gm.	https://www.indianskinstore.com/product/acne-oc-moisturizer	https://indianskinco.github.io/iss-catalog-images/p/18881430.jpg	in_stock	618.00 INR	Ipca Health Private Limited	new	no	Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer	Skincare > Moisturiser
19308527	Acne-uv Gel Spf 50 50GM	Acne-uv Gel Spf 50 50GM by Ipca Health Private Limited. Sun Protection product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.	https://www.indianskinstore.com/product/acne-uv-gel-spf-50-50gm	https://indianskinco.github.io/iss-catalog-images/p/19308527.jpg	in_stock	975.00 INR	Ipca Health Private Limited	new	no	Health & Beauty > Personal Care > Cosmetics > Sun Care	Skincare > Sun Protection
29107484	Acnemoist Bar	Acnemoist Bar by Torrent Pharmaceuticals Ltd.. Cleansers product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 100GM.	https://www.indianskinstore.com/product/acnemoist-bar	https://indianskinco.github.io/iss-catalog-images/p/29107484.jpg	in_stock	298.50 INR	Torrent Pharmaceuticals Ltd.	new	no	Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Wash	Skincare > Cleansers
18869649	Acnemoist Cream 60GM	Acnemoist Cream 60GM by Torrent Pharmaceuticals Ltd.. Moisturiser product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 1*60G.	https://www.indianskinstore.com/product/acnemoist-cream-60gm	https://indianskinco.github.io/iss-catalog-images/p/18869649.jpg	in_stock	494.00 INR	Torrent Pharmaceuticals Ltd.	new	no	Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer	Skincare > Moisturiser
19308533	Ageret Lot 20ML	Ageret Lot 20ML by Biopharmacieaa Pvt. Ltd. Anti-Aging product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.	https://www.indianskinstore.com/product/ageret-lot-20ml	https://indianskinco.github.io/iss-catalog-images/p/19308533.jpg	in_stock	1089.00 INR	Biopharmacieaa Pvt. Ltd	new	no	Health & Beauty > Personal Care > Cosmetics > Skin Care > Anti-Aging Skin Care Kits	Skincare > Anti-Aging
19308534	Ahaglow F/w 50GM	Ahaglow F/w 50GM by Torrent Pharmaceuticals Ltd.. Cleansers product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.	https://www.indianskinstore.com/product/ahaglow-f/w-50gm	https://indianskinco.github.io/iss-catalog-images/p/19308534.jpg	in_stock	357.00 INR	Torrent Pharmaceuticals Ltd.	new	no	Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Wash	Skincare > Cleansers
29026443	Ahaglow Facepads	Ahaglow Facepads by Torrent Pharmaceuticals Ltd.. Cleansers product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 30s.	https://www.indianskinstore.com/product/ahaglow-facepads	https://indianskinco.github.io/iss-catalog-images/p/29026443.jpg	in_stock	315.00 INR	Torrent Pharmaceuticals Ltd.	new	no	Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Wash	Skincare > Cleansers
19308535	Ahaglow-s F/w 60ML	Ahaglow-s F/w 60ML by Torrent Pharmaceuticals Ltd.. Cleansers product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 0.	https://www.indianskinstore.com/product/ahaglow-s-f/w-60ml	https://indianskinco.github.io/iss-catalog-images/p/19308535.jpg	in_stock	675.00 INR	Torrent Pharmaceuticals Ltd.	new	no	Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Wash	Skincare > Cleansers
28771330	Akosma Eco Spf50+	Akosma Eco Spf50+ by Akosma Limited. Sun Protection product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 50ML.	https://www.indianskinstore.com/product/akosma-eco-spf50+	https://indianskinco.github.io/iss-catalog-images/p/28771330.jpg	in_stock	1099.00 INR	Akosma Limited	new	no	Health & Beauty > Personal Care > Cosmetics > Sun Care	Skincare > Sun Protection
25366960	Akosma Micellar Face Toner	Akosma Micellar Face Toner by Akosma Limited. Moisturiser product available at Indian Skin Store, the dermatologist-run skincare pharmacy by Indian Skin®. Pack size: 120 ML.	https://www.indianskinstore.com/product/akosma-micellar-face-toner	https://indianskinco.github.io/iss-catalog-images/p/25366960.jpg	in_stock	899.00 INR	Akosma Limited	new	no	Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer	Skincare > Moisturiser
